latitude,longitude,magnitude,magType,depth,nst,gap,alert
0.3422125700946924,-0.01379620663890799,-0.8122832590403328,-0.2856415924440103,-0.5802283635204974,-0.5065060582053463,-0.8126614454061833,0
-0.6675120557462273,1.0016798721201687,2.190370665686607,2.7339980991069552,1.6370197161022162,0.46328762499601245,-0.7790269765970586,0
-0.7852932753969476,-1.2436258427557787,-0.8128419056355257,-0.2856415924440103,-0.5802283635204974,-0.42892256354923763,-0.7455199567728239,0
-0.9512978572228519,-1.2195119391177984,1.1807670683387768,-0.2856415924440103,-0.5802283635204974,1.2779143188851538,-0.704884778366996,0
-0.9826987910380806,0.8975838455496393,1.7484804067984303,-0.2856415924440103,2.231891152098554,1.2391225715570995,-1.1630185477967565,0
-1.1833154828260388,-1.1853994444203082,0.17768546633318916,-0.2856415924440103,-0.11154177758398885,1.5882482975095886,1.327488799759842,0
2.1187799670478915,0.6249216875368659,1.496589462566156,-0.2856415924440103,1.1322803158628993,0.4244958776679581,0.8036570734454762,3
0.25384822679910024,0.7453913886245055,-0.17017035162901423,-0.2856415924440103,0.12280151538426543,-0.467714310877292,-0.5065247741447754,0
0.6606799182851917,0.34512334066175554,-0.19253018710597564,-0.2856415924440103,0.014643072475840378,0.15295364637157763,-0.9924833240746447,3
0.8101866832355464,0.21353650980986297,-1.7169631428946401,-0.2856415924440103,2.2859703735527663,-0.42892256354923763,-0.8692627427747119,0
1.3527213124100068,-2.042823215192142,-0.5130283591456098,-0.2856415924440103,1.9795214519788955,0.4244958776679581,0.7885785736762873,0
-0.059668785593503366,1.3102218746998664,0.2601567082159967,-0.2856415924440103,-0.5261491420662848,-0.3125473215650746,-0.15406025551008512,0
1.3375748612319627,0.7731735707705567,-0.11874735424329466,-0.2856415924440103,2.448208037915404,-0.5452978055334007,1.5673401869930634,0
-1.3089001140962786,-0.17907718109793488,1.1781598689540105,-0.2856415924440103,1.3666236088311534,2.558041980710948,-0.6074337095396974,0
0.6307720523125856,0.16552154782548711,-1.0694815049725523,-0.2856415924440103,-0.5802283635204974,-0.2349638269089659,-0.6404844324683115,0
0.6627819542591321,0.36344344867294487,-0.5916435333289501,-0.2856415924440103,-0.2197002204924139,-0.6616730475175637,0.7596618220855234,3
-0.19403858028975768,-0.020174959842916104,-0.8370629588766875,-0.2856415924440103,-0.6703603992775182,0.23053714102768633,-0.9027396360087295,0
